venue,address,country,latitude,longitude,humandate,humantime,startdate,enddate,instructor,helper,carpentry,curriculum,title,slug,flavor,eventbrite
"Netherlands eScience Center (in person, Amsterdam)","Science Park 402, 1098 XH Amsterdam",Netherlands,52.3566292,4.9568662,"May 17 - 18, 2022",9:30 - 16:30 CEST,2022-05-17T00:00:00Z,2022-05-18T00:00:00Z,"Johan Hidding, Djura Smits, Hanno Spreeuw","Aron Jansen, Suvayu Ali",ds,ds-parallel,Parallel Programming with Python,2022-05-17-ds-parallel,NA,NA
